gene	Mesenchymal.progenitor_2	Mesenchymal.progenitor_8	Mesothelial_4	T.NK_20	Mesothelial_18	T.NK_11	Mesothelial_1	T.NK_22	T.NK_3	Monocyte.Macrophage_15	Mesothelial_13	T.NK_17	T.NK_19	B.cells_16	Endothelial_9	Neutrophils_5	Noise_7	Tumor_HGSOC_14	Mast.cells_25	EMT_24	T.NK_23	Lymphatic.endothelial_6	Plasma_21	T.NK_12	Plasmacytoid.dendritic_10
SLC66A3	0.0258	0.028	0	0	0	2e-04	0	0.0048	1e-04	0.0843	8e-04	0	0	0	0.0077	0	0.0237	0.0048	0	8e-04	0	0.0222	0.0251	0	0
ROCK2	0.259	0.6199	0.3956	0.0252	0.2701	0.0305	0.313	0.0396	0.0166	0.0259	0.289	0.0107	0.0055	0.0187	0.7182	0.0044	0.0831	0.1278	0.0671	0.2087	0.0105	0.8508	0.0014	0.0016	0.0024
E2F6	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0.0034	0	0	0	0.0159	0	0	0
GREB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0
LPIN1	0.0102	0.0109	4e-04	0.4648	0	0.2173	1e-04	0.3159	0.3049	0.0167	0.0326	0.2615	0.1569	0.4188	0.0064	0.0066	0.0386	0.0147	0.0168	0.0149	0.2261	0.0127	0.6346	0.096	2.439
TRIB2	1e-04	0	0	0	0	2e-04	0	5e-04	3e-04	0	0	0	0.002	0	0.2317	0	0	0.0029	0.0024	0	0	0.127	0	0	0
LRATD1	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0.0064	0	0.003	0.0596	0	0	0	0.2698	0	0	0
NBAS	0	0	0	0	2e-04	2e-04	0	2e-04	0	0	0	0	0.001	0	0	0	0	0.0014	0.0528	0	0	0.0286	0.0153	0	0.0049
DDX1	0.0552	0.0658	0.0399	2e-04	0.1905	2e-04	0.2352	0.001	0	3e-04	0.0478	0	0	0.006	0.0334	0.0011	0.0386	0.1316	0.0168	0.0439	6e-04	0.1016	0.0042	0	0.0171
FAM49A	4e-04	0	1e-04	0.0016	0	0.0028	0	0.0072	0	0.7484	0.0012	1e-04	0.001	0.3681	6e-04	0.0385	0.003	0.001	0.024	0	0	0	0.4282	4e-04	0.6732
VSNL1	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0	0
SMC6	0	3e-04	0	0	0	4e-04	0	5e-04	0	8e-04	0	0	0	0.0447	0.0128	0	0	0.0211	0	0.0046	0	0.0063	0	0	0.8049
GEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111	0	0	0	5e-04	0	0	0	0	0.0028	0	0
KCNS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
RDH14	0.119	0.4539	0.2479	0.0192	0.5872	0.0303	0.5692	0.0203	0.0197	0.0059	0.3598	0.0119	0.0074	0.0567	0.0244	0.0158	0.1306	0.0279	0.0384	0.0857	0.0482	0.1365	0	0	0
OSR1	0.2041	0.0995	0.5712	6e-04	0.6795	0.0288	0.6692	0.0017	0.0011	0	0.521	0.0021	5e-04	0.0026	0	0.0076	0.2255	0.0062	0	0.2969	0.0043	0.0095	0	0	0
TTC32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0.0062	0	4e-04	0	0	0	8e-04	0
WDR35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAPTM4A	4.4738	6.2114	1.9339	0.6491	2.4001	0.6161	2.7257	0.7844	0.9626	1.2186	1.6888	0.6637	0.7845	1.1913	1.8235	0.7023	1.3294	1.0389	4.4724	2.2712	1.1655	2.4762	0.9637	0.1952	1.6805
PUM2	3e-04	0	3e-04	0.0191	0.0014	0.0202	9e-04	0.0236	0.0261	0.0769	0.0175	0.0062	0.0084	0.0712	0.0347	0.0107	0	0.0185	0.024	0.0041	0.0278	0.0317	0.0028	0.0044	0.1171
RHOB	3.3959	4.7259	1.8409	0.2959	2.4674	0.8554	2.1682	0.4182	0.4809	2.1249	2.4817	0.2506	0.0919	0.3792	1.8748	0.7845	1.181	0.4776	0.753	2.1093	0.4157	1.7492	1.7503	0.0528	0
HS1BP3	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0
GDF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327	0	0	0	0	0	0	0	0	0	0
LDAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL29	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	2e-04	0	4e-04	0	0	0	0	0
ATAD2B	0	3e-04	0	2e-04	0	0.0013	0	0.0043	8e-04	0.0109	0	0	0.0074	0.0055	0	0.0014	0	0.0017	0	0	0.0049	0	0	0	0.1024
UBXN2A	0.0019	0.0078	3e-04	0.0021	0.0065	0.002	9e-04	0.0083	0.0014	0.0012	0.0023	1e-04	0.002	0.0196	0.0019	0	0	0.0565	0	0.0012	6e-04	0.0095	0	0	0.1805
WDCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1B	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0.0013	0	0	0.0082	0	0	0	0	0	0	0
SF3B6	0.8405	0.8982	0.9282	0.9094	1.0068	0.6288	1.1165	0.8778	0.8372	0.4382	0.5808	0.8428	0.9588	0.9847	0.9769	0.4034	0.5994	1.6395	0.9616	0.8634	0.9364	0.9778	0.6918	0.9802	0.6732
FAM228B	0	3e-04	0	0	0	0	0	0	0	3e-04	0	0	0	0	0.0058	0	0	0	0	0.007	0	0	0	0	0
TP53I3	0.0441	0.1674	0.0178	0	0.1659	0	0.1734	0	0	7e-04	0.0128	0	0	0	0.0128	0	0.0297	0.1405	0	0.0509	0	0.1429	0	0	0
FAM228A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITSN2	0.0152	0.1899	0.0019	0.3956	0.0031	0.245	0.0032	0.3083	0.2622	0.4683	0.0719	0.2439	0.4429	0.7678	0.4044	0.0721	0.0653	0.0559	0.1703	0.0364	0.3873	0.3048	0.0739	0.1863	0.4976
NCOA1	0.159	0.1684	0.0022	0.0574	0.0011	0.0178	0.0024	0.1217	0.0288	0.0727	0.0315	0.0019	0.0869	0.006	0.0501	0.1513	0.0178	0.0178	0.0168	0.0302	0.0062	0.0286	0	0.027	0.3024
PTRHD1	8e-04	0.0013	0.0352	0.0054	0.2109	0.0018	0.1898	0.0393	0.0033	0.0984	0.0082	0.0043	0.0079	0.1061	0.0244	0.0066	0.0326	0.1792	0.0192	0.0174	0.0173	0.0254	0	8e-04	0.6683
CENPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
ADCY3	0.2277	0.0855	0	0	0	0	0	0.0029	1e-04	5e-04	0	0	0	0	0	0	0	3e-04	0	0.0273	0	0	0.0028	0.0012	0.0146
DNAJC27	0.0023	0	0	0	0	2e-04	0	2e-04	0	0	0	0	0	0	0.0013	0	0	0	0	0.0166	0	0	0	0	0
POMC	0	0	0	4e-04	0	0	0	9e-04	0	5e-04	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0
DNMT3A	0	0	0	0	0	2e-04	0	3e-04	0	4e-04	0	0	0.001	0	6e-04	0	0.003	0.0377	0	0	0	0	0	4e-04	0.0024
DTNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
ASXL2	1e-04	0	0	0.2149	2e-04	0.0375	0	0.0517	0.1175	0.0057	8e-04	0.0419	0.0596	0	0.0032	0.003	0.0089	0.0087	0	8e-04	0.0099	0.0254	0.0014	0.1964	0.2683
KIF3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0.0222	0.0042	0	0
RAB10	0.1974	0.5585	0.1321	0.0924	0.2289	0.0704	0.1596	0.0996	0.08	0.8253	0.1371	0.0436	0.3113	0.0912	0.4127	0.1093	0.0534	0.5426	0.1175	0.1826	0.0259	0.2762	0.0823	0.0556	0.3512
GAREM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
HADHA	0.5635	0.7852	0.9021	0.4666	0.8225	0.4054	0.9499	0.5895	0.7535	0.8288	0.7424	0.5071	0.7458	0.804	0.7683	0.2404	0.5163	0.3474	0.5588	0.3337	0.9049	0.9175	0.0934	0.2855	0.9561
HADHB	0.1829	0.1345	0.6499	0.0846	0.7257	0.0744	0.8147	0.0999	0.146	0.405	0.4996	0.0451	0.1917	0.1048	0.4884	0.0582	0.2136	0.3101	0.2542	0.1586	0.1649	0.6063	0.0335	0.0101	0.0293
SELENOI	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0.0013	0	0	0.0017	0	0	0	0	0	0	0.0073
SLC35F6	0.0148	0.0446	0	0	0	0	0	3e-04	0	0.0702	0	0	0	0	0.0199	0	0	0.001	0	0	0	0.1143	0	0	0
MAPRE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168	0	0	0.0063	0	0	0
TMEM214	8e-04	3e-04	0	0	0	2e-04	0	0	0	0	0	0	0	0	0.0013	0	0	2e-04	0	0.0058	0	0.0032	0.0544	0	0
AGBL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0
OST4	1.6454	1.9132	1.6641	2.9388	2.0993	2.2618	1.9084	2.6867	3.3239	1.5067	0.9736	2.8908	2.8471	2.957	1.9846	1.0568	1.6617	2.8068	3.0072	2.1694	3.7542	2.9016	5.3291	2.2226	3.222
EMILIN1	0.4657	0.0158	0.015	0	0.0355	4e-04	0.0235	0	0	3e-04	0.035	0	0	0	0	8e-04	0.0148	0	0	0.8712	0	0.0222	0	0	0
KHK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0
CGREF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	4e-04	0	0	0.0544	0	0
SLC5A6	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
ATRAID	1.1095	1.0531	0.8149	0.3763	0.987	0.2562	1.1526	0.518	0.5184	0.339	0.4724	0.3357	0.4444	0.4849	0.6861	0.1131	0.4303	0.8057	0.6882	0.6306	0.8061	1.0159	1.5886	0.2214	0.3756
CAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146	0	0	0	0	0	0	0
MPV17	4e-04	5e-04	0	0	0.002	0	2e-04	2e-04	0	4e-04	0	0	0	0	0.0103	0	0	0.0504	0	0.0075	0	0.0063	0	0	0
GTF3C2	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
EIF2B4	0	0	0	1e-04	0	2e-04	0	2e-04	0	0	0	0	0	0	6e-04	0	0	7e-04	0	0	0	0.0063	0	0	0
SNX17	0.1111	0.2301	0.0352	0.0198	0.1764	0.0163	0.2667	0.0522	0.0151	0.1618	0.0109	0.0107	0.0442	0.0268	0.027	0.0169	0.0386	0.0654	0.1319	0.0224	0.0105	0.1619	0.0335	0.0048	0.1146
ZNF513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049
PPM1G	0.0313	0.0575	0.0934	0.5738	0.0968	0.1769	0.1274	0.5311	0.4131	0.1655	0.033	0.3899	1.1291	0.337	0.3755	0.0186	0.1691	0.8247	0.1367	0.0857	0.5775	0.4032	0.3208	0.8113	0.9902
NRBP1	0.0159	0.094	0.0012	0.3006	2e-04	0.056	0.0012	0.1753	0.0761	0.0125	0.0062	0.1301	0.1763	0.0362	0.0424	0.0014	0.0119	0.1749	0.024	0.0509	0.0284	0.0381	0.0628	0.1911	0.3024
KRTCAP3	0	0	0	0	2e-04	0	0	0	0	0	0.0054	0	0	0	0	3e-04	0.0059	0.1621	0	0	0	0	0	0	0
IFT172	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0.003	0.0012	0	4e-04	0	0	0	0	0
FNDC4	0.0081	0	1e-04	0	5e-04	0	0	0	0	0	0	0	0	0	0.0077	0	0	9e-04	0	0.0195	0	0	0	0	0
ZNF512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	5e-04	0	0	0	0	0	0	0
CCDC121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPN1	1e-04	0	0	0	0	0.0026	0	0.001	0	0	0	0	0	0	0	0	0	0.0243	0	0	0	0	0	0	0.0073
SUPT7L	1e-04	0	0	0	0	0	0	0	0	4e-04	0	0	0	9e-04	0	0	0	5e-04	0	4e-04	0	0	0	0	0
SLC4A1AP	0	0	0	0	0	2e-04	0	0.0014	0	7e-04	0	0	5e-04	0	0	0	0	0.0038	0.012	0	0	0.0063	0	0	0
RBKS	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0	0	3e-04	0	0	0.012	0	0	0	0	0	0
BABAM2	1e-04	0	0	2e-04	0	0	0	0.0022	0	9e-04	0	0	0	0	0.0019	0.0014	0	2e-04	0	0.0066	0	0.019	0	0	0
FOSL2	0.7876	0.8	1.2084	1.6036	1.1301	1.2057	1.0371	2.0908	1.6791	1.9173	1.6356	1.5757	0.9906	0.3375	1.7709	1.6892	1.0475	0.2832	1.789	0.8224	1.3206	0.7111	0.152	0.5815	3.9878
PLB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1CB	0.6125	0.665	1.1275	2.1799	1.0786	1.9212	1.2686	1.4758	2.8554	1.7221	1.188	2.58	1.9275	1.8841	1.2837	1.6277	1.1246	1.277	1.2038	0.7267	3.071	0.7968	0.4296	0.8794	1.4317
SPDYA	0	0	0	0	0	6e-04	0	0	0	0.0013	0	0	0	0	0.0013	3e-04	0	0	0	0	0	0	0	0	0
TRMT61B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0
WDR43	0.1318	0.0894	0.2347	0.0302	0.2536	0.0288	0.0907	0.0491	0.0679	0.0256	0.2222	0.0463	0.0189	0.1917	0.2368	0.0096	0.092	0.1991	0.024	0.1503	0.1254	0.0476	0.0028	0.002	0.178
TOGARAM2	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLIP4	0.0014	0.0016	0.0022	0.0014	0.0173	0.0103	0.0351	0.0016	0.0014	0.237	0.0354	0	5e-04	0.0021	0.0013	0.0027	0.0089	3e-04	0	0.0095	0.0012	0.0063	0	0	0
YPEL5	0.2188	0.1604	0.3748	2.1855	0.1751	1.6407	0.2832	1.4982	2.1011	0.8636	0.6232	2.2246	1.0546	2.5006	0.4737	1.4638	0.724	0.2926	0.4628	0.3209	2.5442	0.4571	1.6137	0.8952	4.1293
LBH	0.0042	0	0.0037	0.7036	9e-04	0.5843	0.0023	0.5271	0.5617	0	0.035	0.4902	0.7959	0.2684	0.0629	0.0107	0.1157	0.0923	0.0024	0.1727	0.7301	0.0063	0.0056	0.8129	0
LCLAT1	0	0	0	0	0	0	0	2e-04	0	1e-04	0	0	0	0	0	0	0	0.0017	0	4e-04	0	0	0	0	0
GALNT14	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
EHD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEMO1	1e-04	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0.0013	0	0	2e-04	0	4e-04	0	0	0	0	0
DPY30	0.0672	0.1269	0.0316	0.0548	0.1812	0.036	0.2399	0.0613	0.1053	0.0336	0.019	0.0315	0.0874	0.092	0.0475	0.032	0.0682	0.8378	0.0839	0.0617	0.0679	0.1746	0.0753	0.0972	0.0024
SPAST	0	0	0	0	0	0	0	2e-04	0	1e-04	0	0	0	9e-04	6e-04	0	0	0.0022	0	0	0	0	0.0014	0	0
SLC30A6	1e-04	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	4e-04	0	0	0	0	0
YIPF4	0.2034	0.2557	0.0126	0.0422	0.0276	0.1064	0.0988	0.1039	0.0475	0.1198	0.0952	0.0059	0.0531	0.1551	0.0886	0.1136	0.0267	0.33	0.0144	0.0952	0.1964	0.1556	0.0446	0.0081	0.0732
BIRC6	0.0187	0.0562	0.0093	0.5521	0.0184	0.3665	0.0108	0.4722	0.4908	0.3126	0.1364	0.3587	0.4737	0.392	0.2972	0.0407	0.0801	0.1753	0.0983	0.0915	0.3817	0.2413	0.0669	0.2714	0.5146
TTC27	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBP1	0.1613	0.8238	5e-04	0	0	0.0011	0	0	0	0	0.0066	0	0	9e-04	0.0436	5e-04	0.0148	5e-04	0	0.0576	6e-04	0.0222	0	0	0
RASGRP3	0	0	0	0	0	2e-04	0	0	1e-04	0.0866	0	0	0	0.0064	0.0507	0	0	5e-04	0	0	0	0.4286	0.0544	0	0
FAM98A	3e-04	0	0	0	2e-04	0	0	0	0	0	0	0	5e-04	0	0.0173	0	0	0.007	0	0.0087	0	0.0127	0.0028	0	0
CRIM1	0.0961	0.0347	1.03	0.1449	1.5875	0.21	1.567	0.1391	0.2726	0.0073	1.3065	0.0708	0.0194	0.032	1.5674	0.1229	0.5045	0.0637	0.1175	0.2021	0.0686	0.9143	0.0139	0	0.0073
FEZ2	0.1563	0.0549	0.509	0.0172	0.6593	0.0351	0.7491	0.0336	0.0279	0.127	0.5043	0.0094	0.0055	0.0111	0.4917	0.029	0.1454	0.0495	0.0863	0.0965	0.0235	0.7302	0.0042	0	0.5537
VIT	0.3969	0.6472	3e-04	0	0	6e-04	0	0	0	0	0.0062	0	0	0	0	0.0011	0.0178	2e-04	0	0.0104	0	0	0	0	0
STRN	2e-04	0	1e-04	3e-04	8e-04	0.0013	4e-04	0.0065	3e-04	0.002	0.0039	0	0.001	0.0026	0.0186	0	0	0.0045	0	0	0	0.0508	0.0014	0	0
HEATR5B	0	0	0	0	0	0	0	0	1e-04	0.0019	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0.0122
GPATCH11	0	0	0	1e-04	0	0	0	0.0034	0	0.0024	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0.0268
EIF2AK2	0.2447	0.3474	0.0907	0.3864	0.1774	0.2327	0.2608	0.2082	0.1285	0.2829	0.1857	0.2304	0.567	0.2113	0.6913	0.301	0.1365	0.3649	0.1295	0.2104	0.1099	0.3651	0.0683	0.5552	0.6268
CEBPZOS	0.0031	0.0083	1e-04	0	0.0012	6e-04	0.0163	0.0055	9e-04	8e-04	0.0035	0	5e-04	0.0038	0.0019	0.0049	0.003	0.1374	0.0168	8e-04	0.0012	0.0159	0	8e-04	0.0244
CEBPZ	0.2326	0.1578	0.2694	0.7525	0.1704	0.5066	0.1493	0.6424	0.7455	0.0693	0.296	0.7794	0.4444	0.7989	0.4891	0.0565	0.3412	0.3305	0.271	0.1578	0.9197	0.2667	0.0167	0.2577	0.8512
NDUFAF7	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	4e-04	0
PRKD3	5e-04	0.0254	2e-04	0.0149	2e-04	0.0028	0	0.0819	0.0012	0.0144	0.0082	0.0012	0	0.2629	0.0854	0	0.0059	0.0086	0.1007	0.0033	0.0086	0.0508	0.0391	8e-04	0.0585
QPCT	0	0	0	0	0	2e-04	0	0	0	0.0727	4e-04	0	0	4e-04	6e-04	0.1806	0	0.0089	0	0	0	0	0.219	0	0
CDC42EP3	0	0	0.0016	0.0867	3e-04	0.0924	3e-04	0.117	0.1083	0.0936	0.0074	0.0468	0.0134	0.0153	1.2189	0.1958	0.0089	0.1391	0.7218	0.0091	0.0216	0.0921	0.007	0.0044	0
RMDN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP1B1	0.4027	0.463	0.0062	3e-04	0	0.002	0	0	0	0.3502	0.0233	1e-04	0	0.0017	1.2279	0.0314	0.003	0.0045	0.0048	0.2952	6e-04	0.2095	0	0	0
ATL2	2e-04	0	6e-04	0.002	0.0042	0.0118	7e-04	7e-04	9e-04	0.0012	0.0128	4e-04	0.001	0.0256	0.0462	0	0.0119	0.2388	0	0.0021	6e-04	0.0063	0.0014	4e-04	0.0171
HNRNPLL	1e-04	0	1e-04	0.0944	3e-04	0.0575	0	0.0097	0.049	4e-04	0.0012	0.0312	0.4474	0	0.0013	0	0.003	0.0087	0	0	0.0068	0.019	0	0.2069	0
GALM	6e-04	0	1e-04	0.1423	0.0017	0.1534	0.0059	0.0391	0.0286	0.0248	0.0027	0.0168	0.4533	4e-04	0	5e-04	0.0267	0.0147	0	0.0021	0.0056	0.0063	0.0056	0.2085	0
SRSF7	1.674	1.0744	1.3299	4.8229	1.3097	4.2164	1.7693	3.461	4.4866	0.6128	2.4953	3.6218	3.7239	2.7465	1.5334	0.6495	2.2196	1.1938	1.3501	1.3727	4.202	1.7079	0.9651	2.7911	5.5561
GEMIN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0.0228	0	0	0	0	0	0	0
DHX57	0	0	0	0	0	2e-04	0	0	0	0	8e-04	0	5e-04	0	0	0	0.003	0.0269	0	0	0	0	0	0	0
MORN2	2e-04	8e-04	2e-04	0	0.0659	0	0.0126	0	0	0	0.0051	0	0	0	0.0013	3e-04	0.0119	0.2781	0	0.0046	0	0.0095	0	0	0
SOS1	1e-04	3e-04	6e-04	0.0089	0.0059	0.0184	5e-04	0.0126	0.0124	0.0016	0.019	0.0025	0.001	0	0.1399	0.0027	0.0089	0.1047	0	0.0141	0	0.0286	0.0084	4e-04	0
MAP4K3	0.0026	0	1e-04	0	0	0	0	0	0	0.0062	0	0	0	0	0.0013	0	0	0.0027	0	4e-04	0	0	0	0	0
TMEM178A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0
THUMPD2	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	4e-04	0	0	0	0	0.0024
SLC8A1	0.0022	0	0.2879	6e-04	0.4089	0.0084	0.4855	3e-04	3e-04	0.4369	0.5862	0	5e-04	0.0026	0.0231	0.1382	0.1306	0.0031	0.0048	0.0323	6e-04	0.0095	0	0	0.0024
PKDCC	0.0482	0.1606	0	0	0.004	0	3e-04	0	0	3e-04	8e-04	0	0	0	6e-04	0	0	3e-04	0	0.0228	0	0	0	0	0
EML4	0.0296	0.0124	0.0764	1.3965	0.0278	1.1464	0.0214	0.8949	1.4958	0.097	0.2789	1.4566	1.077	0.9165	0.1816	0.1729	0.4214	0.1359	0.1511	0.1739	1.0939	0.1873	0.0725	0.5815	0.2463
COX7A2L	0.53	0.5938	0.7031	0.5219	0.8734	0.4324	1.0356	0.7046	0.8247	0.4147	0.42	0.6837	0.8158	0.7133	0.7125	0.1328	0.5282	1.2138	0.705	0.3391	1.21	0.7968	0.5523	0.2673	1.3024
MTA3	1e-04	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0.0442	0	0	0	0	0	0	0
HAAO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP36L2	5.0207	4.5233	4.9175	13.0473	4.1431	9.5641	4.4962	10.5642	19.8261	2.3439	6.5629	11.6257	5.3183	7.1031	3.1829	2.8235	6.0237	1.0293	4.801	3.0679	12.7875	2.8476	3.9819	3.379	6.2683
THADA	1e-04	0	0	3e-04	0	0.0051	0	9e-04	4e-04	3e-04	4e-04	0.0016	0.1539	4e-04	0.0077	0	0	0.0027	0	4e-04	0.0012	0	0.007	0.027	0
PLEKHH2	0.4495	0.0565	0.2279	0.0029	0.1911	0.0518	0.3886	0.0052	0.0088	0.0047	0.3718	9e-04	5e-04	0.0055	0.0039	0.0063	0.0801	0.0021	0	0.1615	0.0062	0.019	0	0	0.0024
DYNC2LI1	0.0133	0.0039	0	0	0.0049	0	0.0014	0	0	0	0	0	0	0	0	0	0	0.0015	0	4e-04	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRPPRC	0.0125	0.0049	0.037	0.0033	0.1	0.0141	0.0676	0.0131	0.0034	0.0275	0.0839	6e-04	0.002	0.0473	0.0501	5e-04	0.0386	0.4086	0.0048	0.0273	0.013	0.0095	0.0056	4e-04	0.0171
PPM1B	0.0833	0.0098	0.0012	0.0973	0.0039	0.0465	8e-04	0.1535	0.0467	0.1172	0.0268	0.0238	0.0457	0.0426	0.0019	0.0341	0.0148	0.1096	0.0288	0.0128	0.0537	0.0095	0.0042	0.0508	0.1659
SLC3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREPL	5e-04	5e-04	0.0037	3e-04	0.0733	0.004	0.0791	7e-04	0.0012	0	0.0311	0	0	0.0064	0.0013	0	0.0178	0.1186	0	0.0029	0	0	0	8e-04	0
CAMKMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX2	6e-04	8e-04	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRBD1	0	0	0	0	0	0	0	3e-04	0	0.002	0	0	0	0	0.0013	0	0	2e-04	0	0	0	0	0	0	0
PRKCE	0	0	0	0	0	0	0	3e-04	0	0.0016	0	0	0	0	0.0071	0	0	0	0	0	0	0	0	0	0.0073
EPAS1	0.0907	0.0067	0.1833	0.0044	0.2768	0.0099	0.236	0.0093	0.0091	0.049	0.3648	0.0012	0.0015	0	3.249	0.009	0.0653	0.0039	0.0576	0.1789	6e-04	0.873	0	0	0
ATP6V1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOQ	0.4644	0.8803	0.3935	0.0668	0.3584	0.0795	0.3659	0.1401	0.062	1.2832	0.6092	0.0278	0.0139	0.3144	0.0552	0.124	0.1157	0.0728	0.2374	0.4923	0.0161	0.1079	0.0586	0.0012	0.1
PIGF	0.0029	0	0	0	0.0017	2e-04	5e-04	0	0	1e-04	0.0012	0	0	0	0.0026	0	0	0.0156	0.0096	8e-04	0	0.0159	0.0153	0	0
CRIPT	0.0188	0.0047	0.0148	0.078	0.0648	0.032	0.1581	0.1379	0.065	0.0049	0.0319	0.0025	0.0357	0.0187	0.0045	0.009	0.0504	0.3344	0	0.0286	0.0587	0.019	0.0614	0.0137	0
SOCS5	0.0015	0	0.002	0	0.027	0	0.0163	0	0	0	0.014	0	0	4e-04	0.0321	0	0	0.0014	0	0.0075	0	0.1079	0	0	0.2951
